name,tokens,lemmes,keywords,tfidf,score
Pixeo,"['pixeo', 'web', 'design', 'agency', 'offers', 'service', 'website', 'development', 'websites', 'web', 'design', 'offer', 'website', 'maintenance', 'referencement', 'web', 'realization', 'service', 'availabl', 'french', 'haver', 'team', 'experienced', 'designer', 'developers', 'help', 'create', 'professional', 'visually', 'appealing', 'website', 'website', 'user', 'friendly', 'easy', 'navigate', 'clear', 'information', 'service', 'pricing', 'haver', 'portfolio', 'previous', 'work', 'showcase', 'expertise', 'web', 'design', 'additionally', 'offer', 'ranger', 'tool', 'resource', 'help', 'started', 'website', 'development', 'project', 'including', 'blog', 'helpful', 'tip', 'tutorial', 'overall', 'pixeo', 'reliable', 'professional', 'web', 'design', 'agency', 'help', 'create', 'high', 'quality', 'website', 'business', 'personal', 'need']","['pixeo', 'web', 'design', 'agency', 'offers', 'service', 'website', 'development', 'websites', 'web', 'design', 'offer', 'website', 'maintenance', 'referencement', 'web', 'realization', 'service', 'availabl', 'french', 'haver', 'team', 'experienced', 'designer', 'developers', 'help', 'create', 'professional', 'visually', 'appealing', 'website', 'website', 'user', 'friendly', 'easy', 'navigate', 'clear', 'information', 'service', 'pricing', 'haver', 'portfolio', 'previous', 'work', 'showcase', 'expertise', 'web', 'design', 'additionally', 'offer', 'ranger', 'tool', 'resource', 'help', 'started', 'website', 'development', 'project', 'including', 'blog', 'helpful', 'tip', 'tutorial', 'overall', 'pixeo', 'reliable', 'professional', 'web', 'design', 'agency', 'help', 'create', 'high', 'quality', 'website', 'business', 'personal', 'need']","['website', 'web', 'design', 'service', 'help', 'pixeo', 'agency', 'development', 'offer', 'haver']","[('website', np.float64(0.3258752679561411)), ('web', np.float64(0.2715627232967842)), ('design', np.float64(0.21725017863742738)), ('web design', np.float64(0.21725017863742738)), ('help', np.float64(0.16293763397807054)), ('service', np.float64(0.16293763397807054)), ('agency', np.float64(0.10862508931871369)), ('create', np.float64(0.10862508931871369)), ('design agency', np.float64(0.10862508931871369)), ('development', np.float64(0.10862508931871369)), ('haver', np.float64(0.10862508931871369)), ('help create', np.float64(0.10862508931871369)), ('offer', np.float64(0.10862508931871369)), ('pixeo', np.float64(0.10862508931871369)), ('professional', np.float64(0.10862508931871369)), ('web design agency', np.float64(0.10862508931871369)), ('website development', np.float64(0.10862508931871369)), ('additionally', np.float64(0.054312544659356844)), ('additionally offer', np.float64(0.054312544659356844)), ('additionally offer ranger', np.float64(0.054312544659356844))]",8
OwlCom,"['javascript', 'canvas', 'owlcom', 'cutting', 'edge', 'tech', 'company', 'specializes', 'providing', 'innovativ', 'web', 'development', 'service', 'team', 'expert', 'developers', 'utilizes', 'latest', 'technologie', 'including', 'javascript', 'canvas', 'create', 'dynamic', 'interactif', 'website', 'engager', 'delight', 'client', 'customer']","['javascript', 'canvas', 'owlcom', 'cutting', 'edge', 'tech', 'company', 'specializes', 'providing', 'innovativ', 'web', 'development', 'service', 'team', 'expert', 'developers', 'utilizes', 'latest', 'technologie', 'including', 'javascript', 'canvas', 'create', 'dynamic', 'interactif', 'website', 'engager', 'delight', 'client', 'customer']","['javascript', 'canvas', 'owlcom', 'cutting', 'edge', 'tech', 'company', 'specializes', 'providing', 'innovativ']","[('canvas', np.float64(0.20739033894608505)), ('javascript', np.float64(0.20739033894608505)), ('javascript canvas', np.float64(0.20739033894608505)), ('canvas create', np.float64(0.10369516947304253)), ('canvas create dynamic', np.float64(0.10369516947304253)), ('canvas owlcom', np.float64(0.10369516947304253)), ('canvas owlcom cutting', np.float64(0.10369516947304253)), ('client', np.float64(0.10369516947304253)), ('client customer', np.float64(0.10369516947304253)), ('company', np.float64(0.10369516947304253)), ('company specializes', np.float64(0.10369516947304253)), ('company specializes providing', np.float64(0.10369516947304253)), ('create', np.float64(0.10369516947304253)), ('create dynamic', np.float64(0.10369516947304253)), ('create dynamic interactif', np.float64(0.10369516947304253)), ('customer', np.float64(0.10369516947304253)), ('cutting', np.float64(0.10369516947304253)), ('cutting edge', np.float64(0.10369516947304253)), ('cutting edge tech', np.float64(0.10369516947304253)), ('delight', np.float64(0.10369516947304253))]",8
Agence Web Sigma,"['customized', 'service', 'chat', 'widget', 'sigma', 'web', 'agency', 'mettre', 'informatic', 'needs', 'perfectly', 'welcome', 'agence', 'web', 'sigma', 'trusted', 'partner', 'customized', 'web', 'solution', 'team', 'expert', 'specializes', 'providing', 'notch', 'service', 'customized', 'service', 'chat', 'widget', 'prid', 'ourselve', 'latest', 'technologie', 'deliver', 'innovativ', 'solution', 'meet', 'unique', 'need', 'focus', 'quality', 'customer', 'satisfaction', 'confident', 'help', 'achieve', 'goal']","['customized', 'service', 'chat', 'widget', 'sigma', 'web', 'agency', 'mettre', 'informatic', 'needs', 'perfectly', 'welcome', 'agence', 'web', 'sigma', 'trusted', 'partner', 'customized', 'web', 'solution', 'team', 'expert', 'specializes', 'providing', 'notch', 'service', 'customized', 'service', 'chat', 'widget', 'prid', 'ourselve', 'latest', 'technologie', 'deliver', 'innovativ', 'solution', 'meet', 'unique', 'need', 'focus', 'quality', 'customer', 'satisfaction', 'confident', 'help', 'achieve', 'goal']","['customized', 'service', 'web', 'chat', 'widget', 'sigma', 'solution', 'agency', 'mettre', 'informatic']","[('customized', np.float64(0.22549380840084865)), ('service', np.float64(0.22549380840084865)), ('web', np.float64(0.22549380840084865)), ('chat', np.float64(0.15032920560056579)), ('chat widget', np.float64(0.15032920560056579)), ('customized service', np.float64(0.15032920560056579)), ('customized service chat', np.float64(0.15032920560056579)), ('service chat', np.float64(0.15032920560056579)), ('service chat widget', np.float64(0.15032920560056579)), ('sigma', np.float64(0.15032920560056579)), ('solution', np.float64(0.15032920560056579)), ('widget', np.float64(0.15032920560056579)), ('achieve', np.float64(0.07516460280028289)), ('achieve goal', np.float64(0.07516460280028289)), ('agence', np.float64(0.07516460280028289)), ('agence web', np.float64(0.07516460280028289)), ('agence web sigma', np.float64(0.07516460280028289)), ('agency', np.float64(0.07516460280028289)), ('agency mettre', np.float64(0.07516460280028289)), ('agency mettre informatic', np.float64(0.07516460280028289))]",8
24-7 Digital Design,"['web', 'development', 'graphic', 'design', 'community', 'management', 'modeling', 'cad', 'web', 'development', 'graphic', 'design', 'modeling', 'cad', 'welcome', 'digital', 'design', 'leading', 'provider', 'comprehensiv', 'digital', 'service', 'team', 'experienced', 'professional', 'specialize', 'web', 'development', 'graphic', 'design', 'community', 'management', 'modeling', 'cad', 'prid', 'ourselve', 'utilizing', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'client']","['web', 'development', 'graphic', 'design', 'community', 'management', 'modeling', 'cad', 'web', 'development', 'graphic', 'design', 'modeling', 'cad', 'welcome', 'digital', 'design', 'leading', 'provider', 'comprehensiv', 'digital', 'service', 'team', 'experienced', 'professional', 'specialize', 'web', 'development', 'graphic', 'design', 'community', 'management', 'modeling', 'cad', 'prid', 'ourselve', 'utilizing', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'client']","['design', 'web', 'development', 'graphic', 'modeling', 'cad', 'community', 'management', 'digital', 'welcome']","[('design', np.float64(0.2672612419124244)), ('cad', np.float64(0.2004459314343183)), ('development', np.float64(0.2004459314343183)), ('development graphic', np.float64(0.2004459314343183)), ('development graphic design', np.float64(0.2004459314343183)), ('graphic', np.float64(0.2004459314343183)), ('graphic design', np.float64(0.2004459314343183)), ('modeling', np.float64(0.2004459314343183)), ('modeling cad', np.float64(0.2004459314343183)), ('web', np.float64(0.2004459314343183)), ('web development', np.float64(0.2004459314343183)), ('web development graphic', np.float64(0.2004459314343183)), ('community', np.float64(0.1336306209562122)), ('community management', np.float64(0.1336306209562122)), ('community management modeling', np.float64(0.1336306209562122)), ('design community', np.float64(0.1336306209562122)), ('design community management', np.float64(0.1336306209562122)), ('digital', np.float64(0.1336306209562122)), ('graphic design community', np.float64(0.1336306209562122)), ('management', np.float64(0.1336306209562122))]",8
I4NET,"['mobile', 'application', 'development', 'site', 'web', 'creation', 'design', 'seo', 'optimization', 'marketing', 'solution', 'entreprise', 'pointe', 'spécialisée', 'développement', 'mobile', 'application', 'création', 'sites', 'web', 'design', 'seo', 'solution', 'marketing', 'sommes', 'profondément', 'engagés', 'technologies', 'avancées', 'offrir', 'service', 'exceptionnel', 'client', 'équipe', 'train', 'rechercher', 'mettre', 'œuvre', 'meilleures', 'pratique', 'technique', 'assurer', 'qualité', 'performance', 'solution']","['mobile', 'application', 'development', 'site', 'web', 'creation', 'design', 'seo', 'optimization', 'marketing', 'solution', 'entreprise', 'pointe', 'spécialisée', 'développement', 'mobile', 'application', 'création', 'sites', 'web', 'design', 'seo', 'solution', 'marketing', 'sommes', 'profondément', 'engagés', 'technologies', 'avancées', 'offrir', 'service', 'exceptionnel', 'client', 'équipe', 'train', 'rechercher', 'mettre', 'œuvre', 'meilleures', 'pratique', 'technique', 'assurer', 'qualité', 'performance', 'solution']","['solution', 'mobile', 'application', 'web', 'design', 'seo', 'marketing', 'development', 'site', 'creation']","[('solution', np.float64(0.24174688920761409)), ('application', np.float64(0.16116459280507606)), ('design', np.float64(0.16116459280507606)), ('design seo', np.float64(0.16116459280507606)), ('marketing', np.float64(0.16116459280507606)), ('mobile', np.float64(0.16116459280507606)), ('mobile application', np.float64(0.16116459280507606)), ('seo', np.float64(0.16116459280507606)), ('web', np.float64(0.16116459280507606)), ('application création', np.float64(0.08058229640253803)), ('application création sites', np.float64(0.08058229640253803)), ('application development', np.float64(0.08058229640253803)), ('application development site', np.float64(0.08058229640253803)), ('assurer', np.float64(0.08058229640253803)), ('assurer qualité', np.float64(0.08058229640253803)), ('assurer qualité performance', np.float64(0.08058229640253803)), ('avancées', np.float64(0.08058229640253803)), ('avancées offrir', np.float64(0.08058229640253803)), ('avancées offrir service', np.float64(0.08058229640253803)), ('client', np.float64(0.08058229640253803))]",8
Capgemini,"['navigate', 'new', 'regulatory', 'framework', 'cybersecurity', 'support', 'durability', 'performance', 'nuclear', 'construction', 'accelerate', 'sustainability', 'automobile', 'compact', 'electric', 'vehicle', 'explore', 'paradox', 'gen', 'cybersecurity', 'product', 'mass', 'consumption', 'responsible', 'business', 'practice', 'diversity', 'inclusion', 'innovation', 'ecosystem', 'edvance', 'renault', 'group', 'febea', 'aviation', 'industry', 'low', 'code', 'code', 'development', 'cybersecurity', 'gen', 'bienvenue', 'rédacteur', 'professionnel', 'introduction', 'professionnelle', 'capgemini', 'offre', 'services', 'développement', 'faible', 'code', 'san', 'code', 'cyber', 'sécurité', 'intelligence', 'artificielle', 'générative', 'capgemini', 'entreprise', 'globale', 'aide', 'client', 'transformer', 'opérations', 'stratégie', 'grâce', 'service', 'innovant', 'technologies', 'avancées']","['navigate', 'new', 'regulatory', 'framework', 'cybersecurity', 'support', 'durability', 'performance', 'nuclear', 'construction', 'accelerate', 'sustainability', 'automobile', 'compact', 'electric', 'vehicle', 'explore', 'paradox', 'gen', 'cybersecurity', 'product', 'mass', 'consumption', 'responsible', 'business', 'practice', 'diversity', 'inclusion', 'innovation', 'ecosystem', 'edvance', 'renault', 'group', 'febea', 'aviation', 'industry', 'low', 'code', 'code', 'development', 'cybersecurity', 'gen', 'bienvenue', 'rédacteur', 'professionnel', 'introduction', 'professionnelle', 'capgemini', 'offre', 'services', 'développement', 'faible', 'code', 'san', 'code', 'cyber', 'sécurité', 'intelligence', 'artificielle', 'générative', 'capgemini', 'entreprise', 'globale', 'aide', 'client', 'transformer', 'opérations', 'stratégie', 'grâce', 'service', 'innovant', 'technologies', 'avancées']","['code', 'cybersecurity', 'gen', 'capgemini', 'navigate', 'new', 'regulatory', 'framework', 'support', 'durability']","[('code', np.float64(0.25928148942086576)), ('cybersecurity', np.float64(0.19446111706564934)), ('capgemini', np.float64(0.12964074471043288)), ('gen', np.float64(0.12964074471043288)), ('accelerate', np.float64(0.06482037235521644)), ('accelerate sustainability', np.float64(0.06482037235521644)), ('accelerate sustainability automobile', np.float64(0.06482037235521644)), ('aide', np.float64(0.06482037235521644)), ('aide client', np.float64(0.06482037235521644)), ('aide client transformer', np.float64(0.06482037235521644)), ('artificielle', np.float64(0.06482037235521644)), ('artificielle générative', np.float64(0.06482037235521644)), ('artificielle générative capgemini', np.float64(0.06482037235521644)), ('automobile', np.float64(0.06482037235521644)), ('automobile compact', np.float64(0.06482037235521644)), ('automobile compact electric', np.float64(0.06482037235521644)), ('avancées', np.float64(0.06482037235521644)), ('aviation', np.float64(0.06482037235521644)), ('aviation industry', np.float64(0.06482037235521644)), ('aviation industry low', np.float64(0.06482037235521644))]",8
Sopra Steria,"['consult', 'technology', 'service', 'integration', 'system', 'solution', 'logistic', 'business', 'process', 'service', 'infrastructure', 'management', 'aerospace', 'defense', 'energy', 'utility', 'financial', 'service', 'insurance', 'social', 'protection', 'government', 'retail', 'telecommunication', 'medium', 'entertainment', 'transportation', 'generation', 'intelligence', 'artificial', 'intelligence', 'cybersecurity', 'datum', 'protection', 'sopra', 'steria', 'entreprise', 'globale', 'service', 'professionnel', 'offre', 'gamme', 'complète', 'solution', 'technologique', 'sommes', 'spécialisés', 'domaines', 'conseil', 'service', 'informatique', 'systèmes', 'service', 'logistique', 'service', 'processus', 'gestion', 'entreprise', 'utilise', 'technologies', 'avancées', 'generation', 'intelligence', 'intelligence', 'cybersecurité', 'protection', 'données', 'offrir', 'solution', 'innovante', 'sécurisées', 'client', 'sommes', 'reconnu', 'expertise', 'capacité', 'livrer', 'résultats', 'efficaces', 'place', 'ring', 'leader', 'mondiaux', 'gestion']","['consult', 'technology', 'service', 'integration', 'system', 'solution', 'logistic', 'business', 'process', 'service', 'infrastructure', 'management', 'aerospace', 'defense', 'energy', 'utility', 'financial', 'service', 'insurance', 'social', 'protection', 'government', 'retail', 'telecommunication', 'medium', 'entertainment', 'transportation', 'generation', 'intelligence', 'artificial', 'intelligence', 'cybersecurity', 'datum', 'protection', 'sopra', 'steria', 'entreprise', 'globale', 'service', 'professionnel', 'offre', 'gamme', 'complète', 'solution', 'technologique', 'sommes', 'spécialisés', 'domaines', 'conseil', 'service', 'informatique', 'systèmes', 'service', 'logistique', 'service', 'processus', 'gestion', 'entreprise', 'utilise', 'technologies', 'avancées', 'generation', 'intelligence', 'intelligence', 'cybersecurité', 'protection', 'données', 'offrir', 'solution', 'innovante', 'sécurisées', 'client', 'sommes', 'reconnu', 'expertise', 'capacité', 'livrer', 'résultats', 'efficaces', 'place', 'ring', 'leader', 'mondiaux', 'gestion']","['service', 'intelligence', 'solution', 'protection', 'generation', 'entreprise', 'sommes', 'gestion', 'consult', 'technology']","[('service', np.float64(0.3882901373576604)), ('intelligence', np.float64(0.22188007849009164)), ('protection', np.float64(0.16641005886756874)), ('solution', np.float64(0.16641005886756874)), ('entreprise', np.float64(0.11094003924504582)), ('generation', np.float64(0.11094003924504582)), ('generation intelligence', np.float64(0.11094003924504582)), ('gestion', np.float64(0.11094003924504582)), ('sommes', np.float64(0.11094003924504582)), ('aerospace', np.float64(0.05547001962252291)), ('aerospace defense', np.float64(0.05547001962252291)), ('aerospace defense energy', np.float64(0.05547001962252291)), ('artificial', np.float64(0.05547001962252291)), ('artificial intelligence', np.float64(0.05547001962252291)), ('artificial intelligence cybersecurity', np.float64(0.05547001962252291)), ('avancées', np.float64(0.05547001962252291)), ('avancées generation', np.float64(0.05547001962252291)), ('avancées generation intelligence', np.float64(0.05547001962252291)), ('business', np.float64(0.05547001962252291)), ('business process', np.float64(0.05547001962252291))]",8
WPP,"['wpp', 'entreprise', 'mondiale', 'services', 'communication', 'marketing', 'offrons', 'gamme', 'complète', 'solutions', 'marques', 'client', 'intégrant', 'avancées', 'technology', 'approche', 'équipe', 'spécialisée', 'création', 'campagnes', 'efficace', 'personnalisées', 'innovative']","['wpp', 'entreprise', 'mondiale', 'services', 'communication', 'marketing', 'offrons', 'gamme', 'complète', 'solutions', 'marques', 'client', 'intégrant', 'avancées', 'technology', 'approche', 'équipe', 'spécialisée', 'création', 'campagnes', 'efficace', 'personnalisées', 'innovative']","['wpp', 'entreprise', 'mondiale', 'services', 'communication', 'marketing', 'offrons', 'gamme', 'complète', 'solutions']","[('approche', np.float64(0.12309149097933272)), ('approche équipe', np.float64(0.12309149097933272)), ('approche équipe spécialisée', np.float64(0.12309149097933272)), ('avancées', np.float64(0.12309149097933272)), ('avancées technology', np.float64(0.12309149097933272)), ('avancées technology approche', np.float64(0.12309149097933272)), ('campagnes', np.float64(0.12309149097933272)), ('campagnes efficace', np.float64(0.12309149097933272)), ('campagnes efficace personnalisées', np.float64(0.12309149097933272)), ('client', np.float64(0.12309149097933272)), ('client intégrant', np.float64(0.12309149097933272)), ('client intégrant avancées', np.float64(0.12309149097933272)), ('communication', np.float64(0.12309149097933272)), ('communication marketing', np.float64(0.12309149097933272)), ('communication marketing offrons', np.float64(0.12309149097933272)), ('complète', np.float64(0.12309149097933272)), ('complète solutions', np.float64(0.12309149097933272)), ('complète solutions marques', np.float64(0.12309149097933272)), ('création', np.float64(0.12309149097933272)), ('création campagnes', np.float64(0.12309149097933272))]",5
Deloitte Digital,"['customer', 'strategy', 'advertising', 'marketing', 'digital', 'commerce', 'sale', 'service', 'digital', 'product', 'development', 'deloitte', 'digital', 'leading', 'consulting', 'technology', 'firm', 'provide', 'ranger', 'service', 'including', 'customer', 'strategy', 'advertising', 'marketing', 'digital', 'commerce', 'sale', 'service', 'digital', 'product', 'development', 'expertise', 'cutting', 'edge', 'technologie', 'deloitte', 'digital', 'helps', 'client', 'drive', 'growth', 'improve', 'business', 'performance']","['customer', 'strategy', 'advertising', 'marketing', 'digital', 'commerce', 'sale', 'service', 'digital', 'product', 'development', 'deloitte', 'digital', 'leading', 'consulting', 'technology', 'firm', 'provide', 'ranger', 'service', 'including', 'customer', 'strategy', 'advertising', 'marketing', 'digital', 'commerce', 'sale', 'service', 'digital', 'product', 'development', 'expertise', 'cutting', 'edge', 'technologie', 'deloitte', 'digital', 'helps', 'client', 'drive', 'growth', 'improve', 'business', 'performance']","['digital', 'service', 'customer', 'strategy', 'advertising', 'marketing', 'commerce', 'sale', 'product', 'development']","[('digital', np.float64(0.3991140631426436)), ('service', np.float64(0.1995570315713218)), ('advertising', np.float64(0.13303802104754786)), ('advertising marketing', np.float64(0.13303802104754786)), ('advertising marketing digital', np.float64(0.13303802104754786)), ('commerce', np.float64(0.13303802104754786)), ('commerce sale', np.float64(0.13303802104754786)), ('commerce sale service', np.float64(0.13303802104754786)), ('customer', np.float64(0.13303802104754786)), ('customer strategy', np.float64(0.13303802104754786)), ('customer strategy advertising', np.float64(0.13303802104754786)), ('deloitte', np.float64(0.13303802104754786)), ('deloitte digital', np.float64(0.13303802104754786)), ('development', np.float64(0.13303802104754786)), ('digital commerce', np.float64(0.13303802104754786)), ('digital commerce sale', np.float64(0.13303802104754786)), ('digital product', np.float64(0.13303802104754786)), ('digital product development', np.float64(0.13303802104754786)), ('marketing', np.float64(0.13303802104754786)), ('marketing digital', np.float64(0.13303802104754786))]",8
Agora Digital,"['ppc', 'management', 'seo', 'social', 'medium', 'management', 'lead', 'generation', 'email', 'marketing', 'website', 'design', 'funnel', 'creation', 'agora', 'digital', 'entreprise', 'spécialisée', 'gestion', 'campagnes', 'publicitaire', 'ligne', 'ppc', 'moteurs', 'recherche', 'seo', 'gestion', 'réseaux', 'sociaux', 'génération', 'lead', 'generation', 'gestion', 'courriels', 'conception', 'sites', 'web', 'agora', 'digital', 'utilise', 'technology', 'avancées', 'fournir', 'service', 'client', 'points', 'forts', 'capacité', 'créer', 'gérer', 'campagnes', 'publicitaire', 'efficace', 'expertise', 'seo', 'capacité', 'générer', 'lead', 'qualifiés']","['ppc', 'management', 'seo', 'social', 'medium', 'management', 'lead', 'generation', 'email', 'marketing', 'website', 'design', 'funnel', 'creation', 'agora', 'digital', 'entreprise', 'spécialisée', 'gestion', 'campagnes', 'publicitaire', 'ligne', 'ppc', 'moteurs', 'recherche', 'seo', 'gestion', 'réseaux', 'sociaux', 'génération', 'lead', 'generation', 'gestion', 'courriels', 'conception', 'sites', 'web', 'agora', 'digital', 'utilise', 'technology', 'avancées', 'fournir', 'service', 'client', 'points', 'forts', 'capacité', 'créer', 'gérer', 'campagnes', 'publicitaire', 'efficace', 'expertise', 'seo', 'capacité', 'générer', 'lead', 'qualifiés']","['seo', 'lead', 'gestion', 'ppc', 'management', 'generation', 'agora', 'digital', 'campagnes', 'publicitaire']","[('gestion', np.float64(0.20507577810739896)), ('lead', np.float64(0.20507577810739896)), ('seo', np.float64(0.20507577810739896)), ('agora', np.float64(0.13671718540493266)), ('agora digital', np.float64(0.13671718540493266)), ('campagnes', np.float64(0.13671718540493266)), ('campagnes publicitaire', np.float64(0.13671718540493266)), ('capacité', np.float64(0.13671718540493266)), ('digital', np.float64(0.13671718540493266)), ('generation', np.float64(0.13671718540493266)), ('lead generation', np.float64(0.13671718540493266)), ('management', np.float64(0.13671718540493266)), ('ppc', np.float64(0.13671718540493266)), ('publicitaire', np.float64(0.13671718540493266)), ('agora digital entreprise', np.float64(0.06835859270246633)), ('agora digital utilise', np.float64(0.06835859270246633)), ('avancées', np.float64(0.06835859270246633)), ('avancées fournir', np.float64(0.06835859270246633)), ('avancées fournir service', np.float64(0.06835859270246633)), ('campagnes publicitaire efficace', np.float64(0.06835859270246633))]",8
Digit-U,"['web', 'app', 'mobile', 'app', 'marketing', 'design', 'creation', 'digit', 'entreprise', 'développement', 'numérique', 'spécialisée', 'création', 'marketing', 'ligne', 'offrons', 'solutions', 'complète', 'besoin', 'développement', 'web', 'mobile', 'design', 'creation', 'somme', 'expert', 'technologies', 'avancées', 'garantir', 'produit', 'haute', 'qualité']","['web', 'app', 'mobile', 'app', 'marketing', 'design', 'creation', 'digit', 'entreprise', 'développement', 'numérique', 'spécialisée', 'création', 'marketing', 'ligne', 'offrons', 'solutions', 'complète', 'besoin', 'développement', 'web', 'mobile', 'design', 'creation', 'somme', 'expert', 'technologies', 'avancées', 'garantir', 'produit', 'haute', 'qualité']","['web', 'app', 'mobile', 'marketing', 'design', 'creation', 'développement', 'digit', 'entreprise', 'numérique']","[('app', np.float64(0.19156525704423027)), ('creation', np.float64(0.19156525704423027)), ('design', np.float64(0.19156525704423027)), ('design creation', np.float64(0.19156525704423027)), ('développement', np.float64(0.19156525704423027)), ('marketing', np.float64(0.19156525704423027)), ('mobile', np.float64(0.19156525704423027)), ('web', np.float64(0.19156525704423027)), ('app marketing', np.float64(0.09578262852211514)), ('app marketing design', np.float64(0.09578262852211514)), ('app mobile', np.float64(0.09578262852211514)), ('app mobile app', np.float64(0.09578262852211514)), ('avancées', np.float64(0.09578262852211514)), ('avancées garantir', np.float64(0.09578262852211514)), ('avancées garantir produit', np.float64(0.09578262852211514)), ('besoin', np.float64(0.09578262852211514)), ('besoin développement', np.float64(0.09578262852211514)), ('besoin développement web', np.float64(0.09578262852211514)), ('complète', np.float64(0.09578262852211514)), ('complète besoin', np.float64(0.09578262852211514))]",8
Tunismart,"['content', 'market', 'social', 'medium', 'management', 'tunismart', 'entreprise', 'spécialisée', 'marketing', 'numérique', 'gestion', 'réseaux', 'sociaux', 'offrons', 'services', 'promotion', 'contenu', 'gestion', 'réseaux', 'sociaux', 'améliorer', 'présence', 'ligne', 'technologies', 'avancées', 'assurent', 'efficacité', 'optimale', 'expert', 'spécialisé', 'dan', 'création', 'stratégies', 'personnalisées', 'entreprise']","['content', 'market', 'social', 'medium', 'management', 'tunismart', 'entreprise', 'spécialisée', 'marketing', 'numérique', 'gestion', 'réseaux', 'sociaux', 'offrons', 'services', 'promotion', 'contenu', 'gestion', 'réseaux', 'sociaux', 'améliorer', 'présence', 'ligne', 'technologies', 'avancées', 'assurent', 'efficacité', 'optimale', 'expert', 'spécialisé', 'dan', 'création', 'stratégies', 'personnalisées', 'entreprise']","['entreprise', 'gestion', 'réseaux', 'sociaux', 'content', 'market', 'social', 'medium', 'management', 'tunismart']","[('entreprise', np.float64(0.18569533817705186)), ('gestion', np.float64(0.18569533817705186)), ('gestion réseaux', np.float64(0.18569533817705186)), ('gestion réseaux sociaux', np.float64(0.18569533817705186)), ('réseaux', np.float64(0.18569533817705186)), ('réseaux sociaux', np.float64(0.18569533817705186)), ('sociaux', np.float64(0.18569533817705186)), ('améliorer', np.float64(0.09284766908852593)), ('améliorer présence', np.float64(0.09284766908852593)), ('améliorer présence ligne', np.float64(0.09284766908852593)), ('assurent', np.float64(0.09284766908852593)), ('assurent efficacité', np.float64(0.09284766908852593)), ('assurent efficacité optimale', np.float64(0.09284766908852593)), ('avancées', np.float64(0.09284766908852593)), ('avancées assurent', np.float64(0.09284766908852593)), ('avancées assurent efficacité', np.float64(0.09284766908852593)), ('content', np.float64(0.09284766908852593)), ('content market', np.float64(0.09284766908852593)), ('content market social', np.float64(0.09284766908852593)), ('contenu', np.float64(0.09284766908852593))]",8
Pureclic,"['digital', 'marketing', 'community', 'management', 'website', 'design', 'search', 'engine', 'marketing', 'social', 'media', 'advertising', 'welcome', 'pureclic', 'leading', 'digital', 'marketing', 'agency', 'specializing', 'community', 'management', 'website', 'design', 'search', 'engine', 'marketing', 'social', 'media', 'advertising', 'team', 'expert', 'dedicated', 'providing', 'innovative', 'solution', 'latest', 'technologie', 'help', 'business', 'grow']","['digital', 'marketing', 'community', 'management', 'website', 'design', 'search', 'engine', 'marketing', 'social', 'media', 'advertising', 'welcome', 'pureclic', 'leading', 'digital', 'marketing', 'agency', 'specializing', 'community', 'management', 'website', 'design', 'search', 'engine', 'marketing', 'social', 'media', 'advertising', 'team', 'expert', 'dedicated', 'providing', 'innovative', 'solution', 'latest', 'technologie', 'help', 'business', 'grow']","['marketing', 'digital', 'community', 'management', 'website', 'design', 'search', 'engine', 'social', 'media']","[('marketing', np.float64(0.2940858488375231)), ('advertising', np.float64(0.14704292441876154)), ('community', np.float64(0.14704292441876154)), ('community management', np.float64(0.14704292441876154)), ('community management website', np.float64(0.14704292441876154)), ('design', np.float64(0.14704292441876154)), ('design search', np.float64(0.14704292441876154)), ('design search engine', np.float64(0.14704292441876154)), ('digital', np.float64(0.14704292441876154)), ('digital marketing', np.float64(0.14704292441876154)), ('engine', np.float64(0.14704292441876154)), ('engine marketing', np.float64(0.14704292441876154)), ('engine marketing social', np.float64(0.14704292441876154)), ('management', np.float64(0.14704292441876154)), ('management website', np.float64(0.14704292441876154)), ('management website design', np.float64(0.14704292441876154)), ('marketing social', np.float64(0.14704292441876154)), ('marketing social media', np.float64(0.14704292441876154)), ('media', np.float64(0.14704292441876154)), ('media advertising', np.float64(0.14704292441876154))]",8
